"identifiant" "annee_debut" "annee_fin" "statut" "debut" "fin" "age_continu" "delta" "domaine" "age_discret" "cas" "e0d1" "e0d0" "e1d1" "expire_d" "e1d0" "expire_a" "cas_NA"
"3101" "UD0021" 1980 1993 "ABD" 29507 34243 12.9666666666667 8.21666666666667 "DAM" 12 "3" 0 0 1 0 0 0 0
"3102" "UD0022" 1980 1993 "ABD" 29326 34334 13.7083333333333 8.71111111111111 "DAM" 13 "3" 0 0 1 0 0 0 0
"3103" "UD0025" 1980 1989 "ABD" 29579 32749 8.68055555555556 8.01944444444444 "DAM" 8 "3" 0 0 1 0 0 0 0
"3104" "UD0026" 1981 1989 "ABD" 29868 32713 7.79166666666667 7.22777777777778 "DAM" 7 "3" 0 0 1 0 0 0 0
"3105" "UD0027" 1981 1993 "ABD" 29767 34334 12.5 7.50277777777778 "DAM" 12 "3" 0 0 1 0 0 0 0
"3106" "UD0029" 1981 1993 "ABD" 29914 34334 12.1 7.10277777777778 "DAM" 12 "3" 0 0 1 0 0 0 0
"3107" "UD0031" 1982 1992 "ABD" 30168 33722 9.73055555555556 6.40555555555556 "DAM" 9 "3" 0 0 1 0 0 0 0
"3108" "UD0032" 1982 1990 "ABD" 30176 32989 7.70277777777778 6.38333333333333 "DAM" 7 "3" 0 0 1 0 0 0 0
"3109" "UD0033" 1982 1990 "ABD" 30161 32955 7.65 6.42222222222222 "DAM" 7 "3" 0 0 1 0 0 0 0
"3110" "UD0034" 1982 1992 "ABD" 30112 33667 9.73333333333333 6.55833333333333 "DAM" 9 "3" 0 0 1 0 0 0 0
"3111" "UD0035" 1983 2000 "ABD" 30475 36573 16.6916666666667 5.56388888888889 "DAM" 16 "3" 0 0 1 0 0 0 0
"3112" "UD0036" 1982 1992 "ABD" 30193 33722 9.66111111111111 6.33611111111111 "DAM" 9 "3" 0 0 1 0 0 0 0
"3113" "UD0038" 1983 1992 "ABD" 30389 33945 9.73055555555556 5.79722222222222 "DAM" 9 "3" 0 0 1 0 0 0 0
"3114" "UD0040" 1984 1993 "ABD" 30798 34057 8.925 4.68055555555556 "DAM" 8 "3" 0 0 1 0 0 0 0
"3115" "UD0042" 1984 1993 "ABD" 30904 34334 9.38888888888889 4.39166666666667 "DAM" 9 "3" 0 0 1 0 0 0 0
"3116" "UD0044" 1983 1992 "ABD" 30642 33882 8.86944444444444 5.10833333333333 "DAM" 8 "3" 0 0 1 0 0 0 0
"3117" "UD0045" 1984 1991 "ABD" 30748 33581 7.75555555555556 4.81666666666667 "DAM" 7 "3" 0 0 1 0 0 0 0
"3118" "UD0046" 1984 1990 "ABD" 30789 33165 6.50555555555556 4.70555555555556 "DAM" 6 "3" 0 0 1 0 0 0 0
"3119" "UD0047" 1984 1992 "ABD" 30943 33764 7.725 4.28611111111111 "DAM" 7 "3" 0 0 1 0 0 0 0
"3120" "UD0048" 1984 1990 "ABD" 30819 32902 5.7 4.62222222222222 "DAM" 5 "3" 0 0 1 0 0 0 0
"3121" "UD0049" 1984 1992 "ABD" 30943 33764 7.725 4.28611111111111 "DAM" 7 "3" 0 0 1 0 0 0 0
"3122" "UD0050" 1985 1993 "ABD" 31062 34243 8.71111111111111 3.96111111111111 "DAM" 8 "3" 0 0 1 0 0 0 0
"3123" "UD0051" 1984 1990 "ABD" 30901 32989 5.71944444444444 4.4 "DAM" 5 "3" 0 0 1 0 0 0 0
"3124" "UD0052" 1984 1992 "ABD" 31022 33844 7.72777777777778 4.06944444444444 "DAM" 7 "3" 0 0 1 0 0 0 0
"3125" "UD0054" 1984 1994 "ABD" 30881 34410 9.66388888888889 4.45277777777778 "DAM" 9 "3" 0 0 1 0 0 0 0
"3126" "UD0055" 1985 1994 "ABD" 31156 34372 8.8 3.7 "DAM" 8 "3" 0 0 1 0 0 0 0
"3127" "UD0057" 1985 1994 "ABD" 31118 34372 8.90277777777778 3.80277777777778 "DAM" 8 "3" 0 0 1 0 0 0 0
"3128" "UD0058" 1985 1991 "ABD" 31252 33354 5.75555555555556 3.43611111111111 "DAM" 5 "3" 0 0 1 0 0 0 0
"3129" "UD0059" 1985 1993 "ABD" 31397 34212 7.70555555555556 3.04166666666667 "DAM" 7 "3" 0 0 1 0 0 0 0
"3130" "UD0060" 1985 1996 "ABD" 31306 35264 10.8388888888889 3.29166666666667 "DAM" 10 "3" 0 0 1 0 0 0 0
"3131" "UD0061" 1985 1993 "ABD" 31370 34243 7.86666666666667 3.11666666666667 "DAM" 7 "3" 0 0 1 0 0 0 0
"3132" "UD0064" 1985 NA "ACT" 31205 NA 15.5611111111111 3.56666666666667 "DAM" 15 "5" 0 0 0 0 1 0 0
"3133" "UD0065" 1985 1992 "ABD" 31266 33722 6.725 3.4 "DAM" 6 "3" 0 0 1 0 0 0 0
"3134" "UD0068" 1985 2000 "ABD" 31322 36629 14.5305555555556 3.24722222222222 "DAM" 14 "3" 0 0 1 0 0 0 0
"3135" "UD0069" 1985 NA "ACT" 31338 NA 15.1972222222222 3.20277777777778 "DAM" 15 "5" 0 0 0 0 1 0 0
"3136" "UD0070" 1986 1989 "ABD" 31516 32864 3.68888888888889 2.71388888888889 "DAM" 3 "3" 0 0 1 0 0 0 0
"3137" "UD0071" 1986 1995 "ABD" 31777 34963 8.725 2.00277777777778 "DAM" 8 "3" 0 0 1 0 0 0 0
"3138" "UD0072" 1986 1989 "ABD" 31526 32864 3.66111111111111 2.68611111111111 "DAM" 3 "3" 0 0 1 0 0 0 0
"3139" "UD0073" 1987 1995 "ABD" 31870 34739 7.85 1.74444444444444 "DAM" 7 "3" 0 0 1 0 0 0 0
"3140" "UD0074" 1986 1993 "ABD" 31660 34148 6.81388888888889 2.32222222222222 "DAM" 6 "3" 0 0 1 0 0 0 0
"3141" "UD0077" 1986 1994 "ABD" 31559 34386 7.73333333333333 2.59444444444444 "DAM" 7 "3" 0 0 1 0 0 0 0
"3142" "UD0078" 1986 1992 "ABD" 31765 33844 5.69166666666667 2.03333333333333 "DAM" 5 "3" 0 0 1 0 0 0 0
"3143" "UD0080" 1986 1993 "ABD" 31590 34057 6.75555555555556 2.51111111111111 "DAM" 6 "3" 0 0 1 0 0 0 0
"3144" "UD0082" 1990 1997 "ABD" 32966 35782 7.70833333333333 0 "DAM" 7 "1" 1 0 0 0 0 0 0
"3145" "UD0083" 1988 1994 "ABD" 32157 34626 6.76111111111111 0.961111111111111 "DAM" 6 "3" 0 0 1 0 0 0 0
"3146" "UD0084" 1987 1990 "ABD" 31953 33165 3.31666666666667 1.51666666666667 "DAM" 3 "3" 0 0 1 0 0 0 0
"3147" "UD0086" 1987 1990 "ABD" 31953 33165 3.31666666666667 1.51666666666667 "DAM" 3 "3" 0 0 1 0 0 0 0
"3148" "UD0088" 1987 1991 "ABD" 32000 33354 3.70833333333333 1.38888888888889 "DAM" 3 "3" 0 0 1 0 0 0 0
"3149" "UD0090" 1987 1993 "ABD" 32078 34148 5.66666666666667 1.175 "DAM" 5 "3" 0 0 1 0 0 0 0
"3150" "UD0091" 1987 1992 "ABD" 32098 33820 4.71388888888889 1.12222222222222 "DAM" 4 "3" 0 0 1 0 0 0 0
"3151" "UD0096" 1988 1992 "ABD" 32211 33882 4.57222222222222 0.811111111111111 "DAM" 4 "3" 0 0 1 0 0 0 0
"3152" "UD0099" 1988 1999 "ABD" 32443 36300 10.5638888888889 0.177777777777778 "DAM" 10 "3" 0 0 1 0 0 0 0
"3153" "UD0100" 1988 1994 "ABD" 32345 34410 5.65555555555556 0.444444444444444 "DAM" 5 "3" 0 0 1 0 0 0 0
"3154" "UD0101" 1988 1993 "ABD" 32402 34243 5.04166666666667 0.291666666666667 "DAM" 5 "3" 0 0 1 0 0 0 0
"3155" "UD0102" 1989 NA "ACT" 32521 NA 11.9611111111111 0 "DAM" 11 "5" 0 0 0 0 1 0 0
"3156" "UD0103" 1989 1996 "ABD" 32591 35110 6.89166666666667 0 "DAM" 6 "3" 0 0 1 0 0 0 0
"3157" "UD0105" 1989 1995 "ABD" 32722 34865 5.86944444444444 0 "DAM" 5 "3" 0 0 1 0 0 0 0
"3158" "UD0106" 1989 NA "ACT" 32804 NA 11.1833333333333 0 "DAM" 11 "5" 0 0 0 0 1 0 0
"3159" "UD0107" 1989 1996 "ABD" 32794 35264 6.76388888888889 0 "DAM" 6 "3" 0 0 1 0 0 0 0
"3160" "UD0108" 1989 1999 "ABD" 32713 36235 9.64444444444444 0 "DAM" 9 "3" 0 0 1 0 0 0 0
"3161" "UD0110" 1990 1995 "ABD" 33151 34963 4.96111111111111 0 "DAM" 4 "1" 1 0 0 0 0 0 0
"3162" "UD0111" 1990 1996 "ABD" 32904 35411 6.86666666666667 0 "DAM" 6 "1" 1 0 0 0 0 0 0
"3163" "UD0112" 1990 1994 "ABD" 33025 34386 3.72222222222222 0 "DAM" 3 "1" 1 0 0 0 0 0 0
"3164" "UD0113" 1990 1996 "ABD" 33003 35082 5.68888888888889 0 "DAM" 5 "1" 1 0 0 0 0 0 0
"3165" "UD0114" 1990 1995 "ABD" 33071 35018 5.32777777777778 0 "DAM" 5 "1" 1 0 0 0 0 0 0
"3166" "UD0115" 1990 1998 "ABD" 32926 36083 8.64722222222222 0 "DAM" 8 "1" 1 0 0 0 0 0 0
"3167" "UD0116" 1990 1996 "ABD" 33003 35145 5.86388888888889 0 "DAM" 5 "1" 1 0 0 0 0 0 0
"3168" "UD0117" 1990 1994 "ABD" 33123 34493 3.75277777777778 0 "DAM" 3 "1" 1 0 0 0 0 0 0
"3169" "UD0118" 1990 1996 "ABD" 33003 35145 5.86388888888889 0 "DAM" 5 "1" 1 0 0 0 0 0 0
"3170" "UD0119" 1990 1996 "ABD" 32972 35264 6.275 0 "DAM" 6 "1" 1 0 0 0 0 0 0
"3171" "UD0121" 1990 1996 "ABD" 33212 35383 5.94166666666667 0 "DAM" 5 "1" 1 0 0 0 0 0 0
"3172" "UD0122" 1991 2000 "ABD" 33353 36629 8.96666666666667 0 "DAM" 8 "1" 1 0 0 0 0 0 0
"3173" "UD0129" 1991 1998 "ABD" 33457 35838 6.51388888888889 0 "DAM" 6 "1" 1 0 0 0 0 0 0
"3174" "UD0138" 1992 2000 "ABD" 33683 36846 8.65555555555556 0 "DAM" 8 "1" 1 0 0 0 0 0 0
"3175" "UD0141" 1992 NA "ACT" 33949 NA 8.05 0 "DAM" 8 "2" 0 1 0 0 0 0 0
"3176" "UD0142" 1992 1999 "ABD" 33855 36300 6.7 0 "DAM" 6 "1" 1 0 0 0 0 0 0
"3177" "UD0149" 1993 1997 "ABD" 34065 35537 4.03055555555556 0 "DAM" 4 "1" 1 0 0 0 0 0 0
"3178" "UD0152" 1994 1997 "ABD" 34422 35754 3.64166666666667 0 "DAM" 3 "1" 1 0 0 0 0 0 0
"3179" "UD0153" 1994 NA "ACT" 34411 NA 6.78055555555556 0 "DAM" 6 "2" 0 1 0 0 0 0 0
"3180" "UD0156" 1994 2000 "ABD" 34534 36691 5.90277777777778 0 "DAM" 5 "1" 1 0 0 0 0 0 0
"3181" "UD0157" 1994 NA "ACT" 34549 NA 6.40555555555556 0 "DAM" 6 "2" 0 1 0 0 0 0 0
"3182" "UD0158" 1995 NA "ACT" 34725 NA 5.925 0 "DAM" 5 "2" 0 1 0 0 0 0 0
"3183" "UD0160" 1995 1998 "ABD" 34732 36028 3.55277777777778 0 "DAM" 3 "1" 1 0 0 0 0 0 0
"3184" "UD0161" 1995 1995 "ABD" 34732 35053 0.883333333333333 0 "DAM" 0 "1" 1 0 0 0 0 0 0
"3185" "UD0163" 1995 NA "ACT" 34781 NA 5.76666666666667 0 "DAM" 5 "2" 0 1 0 0 0 0 0
"3186" "UD0164" 1995 1996 "ABD" 34780 35109 0.894444444444444 0 "DAM" 0 "1" 1 0 0 0 0 0 0
"3187" "UD0165" 1996 1999 "ABD" 35081 36392 3.59166666666667 0 "DAM" 3 "1" 1 0 0 0 0 0 0
"3188" "UD0167" 1996 1999 "ABD" 35081 36392 3.59166666666667 0 "DAM" 3 "1" 1 0 0 0 0 0 0
"3189" "UD0168" 1996 NA "ACT" 35313 NA 4.31666666666667 0 "DAM" 4 "2" 0 1 0 0 0 0 0
"3190" "UD0171" 1996 NA "ACT" 35229 NA 4.54444444444444 0 "DAM" 4 "2" 0 1 0 0 0 0 0
"3191" "UD0172" 1996 NA "ACT" 35285 NA 4.39166666666667 0 "DAM" 4 "2" 0 1 0 0 0 0 0
"3192" "UD0178" 1997 NA "ACT" 35627 NA 3.45277777777778 0 "DAM" 3 "2" 0 1 0 0 0 0 0
"3193" "UD0182" 1998 NA "ACT" 35905 NA 2.69166666666667 0 "DAM" 2 "2" 0 1 0 0 0 0 0
"3194" "UD0183" 1998 NA "ACT" 35860 NA 2.81388888888889 0 "DAM" 2 "2" 0 1 0 0 0 0 0
"3195" "UD0185" 1998 NA "ACT" 35927 NA 2.63055555555556 0 "DAM" 2 "2" 0 1 0 0 0 0 0
"3196" "UD0186" 1998 NA "ACT" 35986 NA 2.46944444444444 0 "DAM" 2 "2" 0 1 0 0 0 0 0
"3197" "UD0187" 1985 NA "ACT" 31160 NA 15.6833333333333 3.68888888888889 "DAM" 15 "5" 0 0 0 0 1 0 0
"3198" "UD0188" 1999 NA "ACT" 36215 NA 1.84722222222222 0 "DAM" 1 "2" 0 1 0 0 0 0 0
"3199" "UD0189" 1998 NA "ACT" 36054 NA 2.28611111111111 0 "DAM" 2 "2" 0 1 0 0 0 0 0
"3200" "UD0190" 1998 NA "ACT" 36054 NA 2.28611111111111 0 "DAM" 2 "2" 0 1 0 0 0 0 0
"3201" "UD0191" 1998 NA "ACT" 36054 NA 2.28611111111111 0 "DAM" 2 "2" 0 1 0 0 0 0 0
"3202" "UD0192" 1998 1999 "ABD" 35860 36209 0.95 0 "DAM" 0 "1" 1 0 0 0 0 0 0
"3203" "UD0193" 1982 1999 "ABD" 29986 36392 17.5444444444444 6.90833333333333 "DAM" 17 "3" 0 0 1 0 0 0 0
"3204" "UD0194" 1984 1999 "ABD" 31042 36392 14.65 4.01388888888889 "DAM" 14 "3" 0 0 1 0 0 0 0
"3205" "UD0195" 1984 1999 "ABD" 30789 36392 15.3416666666667 4.70555555555556 "DAM" 15 "3" 0 0 1 0 0 0 0
"3206" "UD0196" 1997 NA "ACT" 35510 NA 3.77222222222222 0 "DAM" 3 "2" 0 1 0 0 0 0 0
"3207" "UD0197" 1999 NA "ACT" 36265 NA 1.70555555555556 0 "DAM" 1 "2" 0 1 0 0 0 0 0
"3208" "UD0198" 1999 NA "ACT" 36426 NA 1.26666666666667 0 "DAM" 1 "2" 0 1 0 0 0 0 0
"3209" "UD0201" 1999 NA "ACT" 36342 NA 1.49444444444444 0 "DAM" 1 "2" 0 1 0 0 0 0 0
"3210" "UD0203" 1999 NA "ACT" 36493 NA 1.08333333333333 0 "DAM" 1 "2" 0 1 0 0 0 0 0
"3211" "UD0204" 1999 NA "ACT" 36502 NA 1.05833333333333 0 "DAM" 1 "2" 0 1 0 0 0 0 0
"3212" "UD0206" 1999 NA "ACT" 36479 NA 1.12222222222222 0 "DAM" 1 "2" 0 1 0 0 0 0 0
"3213" "UD0208" 1990 NA "ACT" 33142 NA 10.2583333333333 0 "DAM" 10 "2" 0 1 0 0 0 0 0
"3214" "UD0209" 2000 NA "ACT" 36633 NA 0.7 0 "DAM" 0 "2" 0 1 0 0 0 0 0
"3215" "UD0210" 2000 NA "ACT" 36808 NA 0.222222222222222 0 "DAM" 0 "2" 0 1 0 0 0 0 0
"3216" "UD0288" 1989 NA "ACT" 32784 NA 11.2388888888889 0 "DAM" 11 "5" 0 0 0 0 1 0 0
"3217" "VD0001" 1979 1989 "ABD" 28867 32776 10.7027777777778 9.96944444444444 "DAM" 10 "3" 0 0 1 0 0 0 0
"3218" "VD0004" 1979 1992 "ABD" 29019 33969 13.5472222222222 9.55 "DAM" 13 "3" 0 0 1 0 0 0 0
"3219" "VD0030" 1980 1990 "ABD" 29511 33039 9.66111111111111 8.20555555555556 "DAM" 9 "3" 0 0 1 0 0 0 0
"3220" "VD0039" 1980 1992 "ABD" 29487 33969 12.2694444444444 8.27222222222222 "DAM" 12 "3" 0 0 1 0 0 0 0
"3221" "VD0041" 1981 1992 "ABD" 29682 33969 11.7333333333333 7.73611111111111 "DAM" 11 "3" 0 0 1 0 0 0 0
"3222" "VD0047" 1981 1992 "ABD" 29762 33969 11.5138888888889 7.51666666666667 "DAM" 11 "3" 0 0 1 0 0 0 0
"3223" "VD0049" 1981 1992 "ABD" 29742 33969 11.5694444444444 7.57222222222222 "DAM" 11 "3" 0 0 1 0 0 0 0
"3224" "VD0059" 1982 1990 "ABD" 30141 32955 7.70555555555556 6.47777777777778 "DAM" 7 "3" 0 0 1 0 0 0 0
"3225" "VD0084" 1982 1992 "ABD" 30274 33820 9.70833333333333 6.11666666666667 "DAM" 9 "3" 0 0 1 0 0 0 0
"3226" "VD0116" 1983 1992 "ABD" 30629 33820 8.73611111111111 5.14444444444444 "DAM" 8 "3" 0 0 1 0 0 0 0
"3227" "VD0128" 1985 1992 "ABD" 31251 33667 6.61388888888889 3.43888888888889 "DAM" 6 "3" 0 0 1 0 0 0 0
"3228" "VD0144" 1985 1992 "ABD" 31111 33945 7.75555555555556 3.82222222222222 "DAM" 7 "3" 0 0 1 0 0 0 0
"3229" "VD0154" 1984 1990 "ABD" 30917 32989 5.675 4.35555555555556 "DAM" 5 "3" 0 0 1 0 0 0 0
"3230" "VD0157" 1985 1993 "ABD" 31232 34072 7.775 3.49166666666667 "DAM" 7 "3" 0 0 1 0 0 0 0
"3231" "VD0173" 1985 NA "ACT" 31139 NA 15.7416666666667 3.74722222222222 "DAM" 15 "5" 0 0 0 0 1 0 0
"3232" "VD0176" 1985 1990 "ABD" 31348 33072 4.72222222222222 3.175 "DAM" 4 "3" 0 0 1 0 0 0 0
"3233" "VD0177" 1985 1992 "ABD" 31142 33966 7.73055555555556 3.73888888888889 "DAM" 7 "3" 0 0 1 0 0 0 0
"3234" "VD0195" 1986 1990 "ABD" 31660 33217 4.26388888888889 2.32222222222222 "DAM" 4 "3" 0 0 1 0 0 0 0
"3235" "VD0207" 1985 1991 "ABD" 31351 33387 5.58055555555556 3.16944444444444 "DAM" 5 "3" 0 0 1 0 0 0 0
"3236" "VD0209" 1985 1991 "ABD" 31303 33256 5.34722222222222 3.3 "DAM" 5 "3" 0 0 1 0 0 0 0
"3237" "VD0210" 1985 1993 "ABD" 31400 33994 7.1 3.03333333333333 "DAM" 7 "3" 0 0 1 0 0 0 0
"3238" "VD0222" 1986 NA "ACT" 31608 NA 14.4555555555556 2.46111111111111 "DAM" 14 "5" 0 0 0 0 1 0 0
"3239" "VD0230" 1987 1993 "ABD" 31832 34137 6.31388888888889 1.85277777777778 "DAM" 6 "3" 0 0 1 0 0 0 0
"3240" "VD0247" 1987 1993 "ABD" 32006 34129 5.81111111111111 1.37222222222222 "DAM" 5 "3" 0 0 1 0 0 0 0
"3241" "VD0262" 1987 1992 "ABD" 31940 33667 4.72777777777778 1.55277777777778 "DAM" 4 "3" 0 0 1 0 0 0 0
"3242" "VD0267" 1987 1992 "ABD" 32038 33764 4.725 1.28611111111111 "DAM" 4 "3" 0 0 1 0 0 0 0
"3243" "VD0268" 1988 1993 "ABD" 32205 33998 4.90555555555556 0.827777777777778 "DAM" 4 "3" 0 0 1 0 0 0 0
"3244" "VD0269" 1987 1992 "ABD" 31953 33667 4.69166666666667 1.51666666666667 "DAM" 4 "3" 0 0 1 0 0 0 0
"3245" "VD0275" 1988 1996 "ABD" 32324 35110 7.625 0.502777777777778 "DAM" 7 "3" 0 0 1 0 0 0 0
"3246" "VD0276" 1989 NA "ACT" 32518 NA 11.9694444444444 0 "DAM" 11 "5" 0 0 0 0 1 0 0
"3247" "VD0278" 1989 1993 "ABD" 32584 34137 4.25 0 "DAM" 4 "3" 0 0 1 0 0 0 0
"3248" "VD0279" 1989 1993 "ABD" 32566 34137 4.30555555555556 0 "DAM" 4 "3" 0 0 1 0 0 0 0
"3249" "VD0280" 1989 1989 "ABD" 32532 32862 0.905555555555556 0 "DAM" 0 "3" 0 0 1 0 0 0 0
"3250" "VD0282" 1989 1993 "ABD" 32679 34057 3.775 0 "DAM" 3 "3" 0 0 1 0 0 0 0
"3251" "VD0283" 1989 1997 "ABD" 32804 35600 7.65555555555556 0 "DAM" 7 "3" 0 0 1 0 0 0 0
"3252" "VD0291" 1990 1994 "ABD" 32995 34410 3.875 0 "DAM" 3 "1" 1 0 0 0 0 0 0
"3253" "VD0293" 1991 1995 "ABD" 33414 34739 3.62222222222222 0 "DAM" 3 "1" 1 0 0 0 0 0 0
"3254" "VD0307" 1990 1994 "ABD" 33144 34493 3.69444444444444 0 "DAM" 3 "1" 1 0 0 0 0 0 0
"3255" "VD0312" 1991 1994 "ABD" 33442 34494 2.87777777777778 0 "DAM" 2 "1" 1 0 0 0 0 0 0
"3256" "VD0319" 1995 NA "ACT" 34753 NA 5.85 0 "DAM" 5 "2" 0 1 0 0 0 0 0
"3257" "VD0322" 2000 NA "ACT" 36630 NA 0.708333333333333 0 "DAM" 0 "2" 0 1 0 0 0 0 0
"3258" "VD0323" 2000 NA "ACT" 36859 NA 0.0833333333333333 0 "DAM" 0 "2" 0 1 0 0 0 0 0
"3259" "VD6140" 1974 1994 "EXP" 27285 34590 20 14.3 "DAM" 20 "4" 0 0 0 1 0 0 0
"3260" "VD6198" 1976 1989 "ABD" 27835 32840 13.7 12.7916666666667 "DAM" 13 "3" 0 0 1 0 0 0 0
"3261" "WD0096" 1984 1997 "ABD" 30757 35754 13.6777777777778 4.79166666666667 "DAM" 13 "3" 0 0 1 0 0 0 0
"3262" "WD0272" 1988 1997 "ABD" 32190 35754 9.75833333333333 0.872222222222222 "DAM" 9 "3" 0 0 1 0 0 0 0
"3263" "WD0273" 1988 1997 "ABD" 32302 35572 8.95555555555556 0.563888888888889 "DAM" 8 "3" 0 0 1 0 0 0 0
"3264" "XD0002" 1978 1992 "ABD" 28593 33966 14.7083333333333 10.7166666666667 "DAM" 14 "3" 0 0 1 0 0 0 0
"3265" "XD0003" 1979 1989 "ABD" 29119 32686 9.76666666666667 9.27777777777778 "DAM" 9 "3" 0 0 1 0 0 0 0
"3266" "XD0005" 1980 1991 "ABD" 29439 33354 10.7222222222222 8.40277777777778 "DAM" 10 "3" 0 0 1 0 0 0 0
"3267" "XD0006" 1981 1992 "ABD" 29676 33969 11.75 7.75277777777778 "DAM" 11 "3" 0 0 1 0 0 0 0
"3268" "XD0007" 1981 1989 "ABD" 29929 32596 7.30555555555556 7.06111111111111 "DAM" 7 "3" 0 0 1 0 0 0 0
"3269" "XD0008" 1981 1992 "ABD" 29948 33969 11.0055555555556 7.00833333333333 "DAM" 11 "3" 0 0 1 0 0 0 0
"3270" "XD0009" 1981 1989 "ABD" 29852 32671 7.71944444444444 7.27222222222222 "DAM" 7 "3" 0 0 1 0 0 0 0
"3271" "XD0010" 1981 1989 "ABD" 29942 32827 7.89722222222222 7.025 "DAM" 7 "3" 0 0 1 0 0 0 0
"3272" "XD0012" 1982 1991 "ABD" 30280 33449 8.68055555555556 6.1 "DAM" 8 "3" 0 0 1 0 0 0 0
"3273" "XD0013" 1982 1991 "ABD" 30302 33485 8.71388888888889 6.03888888888889 "DAM" 8 "3" 0 0 1 0 0 0 0
"3274" "XD0014" 1983 1989 "ABD" 30384 32839 6.71666666666667 5.81111111111111 "DAM" 6 "3" 0 0 1 0 0 0 0
"3275" "XD0016" 1982 1991 "ABD" 30302 33485 8.71388888888889 6.03888888888889 "DAM" 8 "3" 0 0 1 0 0 0 0
"3276" "XD0017" 1984 1992 "ABD" 30701 33969 8.94444444444444 4.94722222222222 "DAM" 8 "3" 0 0 1 0 0 0 0
"3277" "XD0018" 1984 1992 "ABD" 31030 33844 7.70555555555556 4.04722222222222 "DAM" 7 "3" 0 0 1 0 0 0 0
"3278" "XD0020" 1984 1989 "ABD" 30858 32751 5.18055555555556 4.51666666666667 "DAM" 5 "3" 0 0 1 0 0 0 0
"3279" "XD0023" 1985 1989 "ABD" 31149 32862 4.68888888888889 3.71944444444444 "DAM" 4 "3" 0 0 1 0 0 0 0
"3280" "XD0024" 1985 1992 "ABD" 31114 33663 6.975 3.81388888888889 "DAM" 6 "3" 0 0 1 0 0 0 0
"3281" "XD0025" 1985 1993 "ABD" 31163 34325 8.65555555555556 3.68055555555556 "DAM" 8 "3" 0 0 1 0 0 0 0
"3282" "XD0026" 1985 1990 "ABD" 31131 33217 5.70833333333333 3.76666666666667 "DAM" 5 "3" 0 0 1 0 0 0 0
"3283" "XD0027" 1985 NA "ACT" 31205 NA 15.5611111111111 3.56666666666667 "DAM" 15 "5" 0 0 0 0 1 0 0
"3284" "XD0029" 1985 1999 "ABD" 31315 36328 13.7277777777778 3.26666666666667 "DAM" 13 "3" 0 0 1 0 0 0 0
"3285" "XD0030" 1985 1990 "ABD" 31385 33217 5.01666666666667 3.075 "DAM" 5 "3" 0 0 1 0 0 0 0
"3286" "XD0032" 1987 1992 "ABD" 31782 33956 5.95277777777778 1.98888888888889 "DAM" 5 "3" 0 0 1 0 0 0 0
"3287" "XD0035" 1987 NA "ACT" 32029 NA 13.3055555555556 1.31111111111111 "DAM" 13 "5" 0 0 0 0 1 0 0
"3288" "XD0036" 1986 1995 "ABD" 31688 34949 8.92777777777778 2.24444444444444 "DAM" 8 "3" 0 0 1 0 0 0 0
"3289" "XD0037" 1986 1990 "ABD" 31553 32896 3.67222222222222 2.61111111111111 "DAM" 3 "3" 0 0 1 0 0 0 0
"3290" "XD0041" 1988 1990 "ABD" 32206 32896 1.88611111111111 0.825 "DAM" 1 "3" 0 0 1 0 0 0 0
"3291" "XD0049" 1988 1999 "ABD" 32500 36235 10.2305555555556 0.0222222222222222 "DAM" 10 "3" 0 0 1 0 0 0 0
"3292" "XD0050" 1989 1993 "ABD" 32671 34057 3.79722222222222 0 "DAM" 3 "3" 0 0 1 0 0 0 0
"3293" "XD0051" 1988 NA "ACT" 32378 NA 12.35 0.355555555555556 "DAM" 12 "5" 0 0 0 0 1 0 0
"3294" "XD0052" 1988 1992 "ABD" 32486 33844 3.71944444444444 0.0611111111111111 "DAM" 3 "3" 0 0 1 0 0 0 0
"3295" "XD0053" 1988 NA "ACT" 32378 NA 12.35 0.355555555555556 "DAM" 12 "5" 0 0 0 0 1 0 0
"3296" "XD0056" 1989 1993 "ABD" 32749 34137 3.8 0 "DAM" 3 "3" 0 0 1 0 0 0 0
"3297" "XD0057" 1989 1993 "ABD" 32728 34137 3.85833333333333 0 "DAM" 3 "3" 0 0 1 0 0 0 0
"3298" "XD0058" 1989 1997 "ABD" 32728 35628 7.94166666666667 0 "DAM" 7 "3" 0 0 1 0 0 0 0
"3299" "XD0059" 1989 NA "ACT" 32665 NA 11.5638888888889 0 "DAM" 11 "5" 0 0 0 0 1 0 0
"3300" "XD0060" 1989 1996 "ABD" 32728 35173 6.69444444444444 0 "DAM" 6 "3" 0 0 1 0 0 0 0
"3301" "XD0061" 1989 1994 "ABD" 32742 34670 5.27777777777778 0 "DAM" 5 "3" 0 0 1 0 0 0 0
"3302" "XD0062" 1989 1997 "ABD" 32616 35474 7.81944444444444 0 "DAM" 7 "3" 0 0 1 0 0 0 0
"3303" "XD0063" 1989 1992 "ABD" 32819 33820 2.74166666666667 0 "DAM" 2 "3" 0 0 1 0 0 0 0
"3304" "XD0064" 1989 1993 "ABD" 32835 34243 3.85555555555556 0 "DAM" 3 "3" 0 0 1 0 0 0 0
"3305" "XD0065" 1989 1993 "ABD" 32835 34243 3.85555555555556 0 "DAM" 3 "3" 0 0 1 0 0 0 0
"3306" "XD0066" 1990 1995 "ABD" 32945 35019 5.675 0 "DAM" 5 "1" 1 0 0 0 0 0 0
