"identifiant" "annee_debut" "annee_fin" "statut" "debut" "fin" "age_continu" "delta" "domaine" "age_discret" "cas" "e0d1" "e0d0" "e1d1" "expire_d" "e1d0" "expire_a" "cas_NA"
"774" "BD1246" 1999 NA "ACT" 36214 NA 1.85 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"775" "BD1247" 1998 2000 "ABD" 36096 36790 1.89722222222222 0 "DSM" 1 "1" 1 0 0 0 0 0 0
"776" "BD1249" 1999 NA "ACT" 36228 NA 1.80555555555556 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"777" "BD1250" 1998 NA "ACT" 36115 NA 2.11944444444444 0 "DSM" 2 "2" 0 1 0 0 0 0 0
"778" "BD1251" 1999 NA "ACT" 36249 NA 1.74722222222222 0 "DCC" 1 "2" 0 1 0 0 0 0 0
"779" "BD1252" 1999 NA "ACT" 36270 NA 1.69166666666667 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"780" "BD1253" 1999 NA "ACT" 36187 NA 1.92222222222222 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"781" "BD1254" 1999 NA "ACT" 36251 NA 1.74444444444444 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"782" "BD1255" 1999 NA "ACT" 36188 NA 1.91944444444444 0 "DSV" 1 "2" 0 1 0 0 0 0 0
"783" "BD1256" 1999 NA "ACT" 36222 NA 1.82222222222222 0 "DRN" 1 "2" 0 1 0 0 0 0 0
"784" "BD1257" 1999 NA "ACT" 36187 NA 1.92222222222222 0 "DSV" 1 "2" 0 1 0 0 0 0 0
"785" "BD1258" 1998 NA "ACT" 36109 NA 2.13611111111111 0 "DSV" 2 "2" 0 1 0 0 0 0 0
"786" "BD1259" 1998 NA "ACT" 36131 NA 2.075 0 "DSM" 2 "2" 0 1 0 0 0 0 0
"787" "BD1260" 1999 NA "ACT" 36179 NA 1.94444444444444 0 "DSV" 1 "2" 0 1 0 0 0 0 0
"788" "BD1261" 1999 NA "ACT" 36249 NA 1.74722222222222 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"789" "BD1264" 1999 NA "ACT" 36455 NA 1.18611111111111 0 "DSV" 1 "2" 0 1 0 0 0 0 0
"790" "BD1265" 1999 NA "ACT" 36368 NA 1.42222222222222 0 "DCC" 1 "2" 0 1 0 0 0 0 0
"791" "BD1266" 1999 NA "ACT" 36249 NA 1.74722222222222 0 "DCC" 1 "2" 0 1 0 0 0 0 0
"792" "BD1268" 1999 NA "ACT" 36343 NA 1.49166666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"793" "BD1269" 1999 NA "ACT" 36279 NA 1.66666666666667 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"794" "BD1270" 1997 NA "ACT" 35530 NA 3.71944444444444 0 "DG" 3 "2" 0 1 0 0 0 0 0
"795" "BD1271" 1999 NA "ACT" 36343 NA 1.49166666666667 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"796" "BD1272" 1999 NA "ACT" 36329 NA 1.53055555555556 0 "DSV" 1 "2" 0 1 0 0 0 0 0
"797" "BD1274" 1999 NA "ACT" 36451 NA 1.19722222222222 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"798" "BD1275" 1999 NA "ACT" 36403 NA 1.33055555555556 0 "DTA" 1 "2" 0 1 0 0 0 0 0
"799" "BD1276" 2000 NA "ACT" 36643 NA 0.672222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"800" "BD1277" 2000 NA "ACT" 36606 NA 0.772222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"801" "BD1278" 1999 NA "ACT" 36446 NA 1.21111111111111 0 "DRN" 1 "2" 0 1 0 0 0 0 0
"802" "BD1279" 1999 NA "ACT" 36467 NA 1.15555555555556 0 "DCC" 1 "2" 0 1 0 0 0 0 0
"803" "BD1281" 2000 NA "ACT" 36858 NA 0.0861111111111111 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"804" "BD1283" 1999 NA "ACT" 36476 NA 1.13055555555556 0 "DSV" 1 "2" 0 1 0 0 0 0 0
"805" "BD1284" 2000 NA "ACT" 36839 NA 0.138888888888889 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"806" "BD1285" 1999 NA "ACT" 36489 NA 1.09444444444444 0 "DSM" 1 "2" 0 1 0 0 0 0 0
"807" "BD1286" 2000 NA "ACT" 36803 NA 0.236111111111111 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"808" "BD1287" 2000 NA "ACT" 36558 NA 0.908333333333333 0 "DSV" 0 "2" 0 1 0 0 0 0 0
"809" "BD1289" 1999 NA "ACT" 36517 NA 1.01666666666667 0 "DSV" 1 "2" 0 1 0 0 0 0 0
"810" "BD1292" 2000 NA "ACT" 36838 NA 0.141666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"811" "BD1293" 1991 NA "ACT" 33417 NA 9.50277777777778 0 "DSV" 9 "2" 0 1 0 0 0 0 0
"812" "BD1294" 1995 NA "ACT" 35016 NA 5.12777777777778 0 "DSV" 5 "2" 0 1 0 0 0 0 0
"813" "BD1295" 1996 NA "ACT" 35173 NA 4.69722222222222 0 "DSV" 4 "2" 0 1 0 0 0 0 0
"814" "BD1296" 1996 NA "ACT" 35402 NA 4.07222222222222 0 "DSV" 4 "2" 0 1 0 0 0 0 0
"815" "BD1297" 1997 2000 "ABD" 35639 36602 2.63611111111111 0 "DSV" 2 "1" 1 0 0 0 0 0 0
"816" "BD1298" 1997 2000 "ABD" 35639 36602 2.63611111111111 0 "DSV" 2 "1" 1 0 0 0 0 0 0
"817" "BD1299" 1997 NA "ACT" 35737 NA 3.15555555555556 0 "DSV" 3 "2" 0 1 0 0 0 0 0
"818" "BD1300" 1998 NA "ACT" 35885 NA 2.74722222222222 0 "DSV" 2 "2" 0 1 0 0 0 0 0
"819" "BD1301" 1999 NA "ACT" 36238 NA 1.77777777777778 0 "DSV" 1 "2" 0 1 0 0 0 0 0
"820" "BD1302" 1999 NA "ACT" 36420 NA 1.28333333333333 0 "DSV" 1 "2" 0 1 0 0 0 0 0
"821" "BD1303" 2000 NA "ACT" 36728 NA 0.438888888888889 0 "DCC" 0 "2" 0 1 0 0 0 0 0
"822" "BD1304" 1987 2000 "ABD" 32056 36691 12.6888888888889 1.23611111111111 "DSV" 12 "3" 0 0 1 0 0 0 0
"823" "BD1305" 1987 1994 "ABD" 32052 34677 7.18611111111111 1.24722222222222 "DSV" 7 "3" 0 0 1 0 0 0 0
"824" "BD1306" 1990 2000 "ABD" 33213 36818 9.86944444444444 0 "DSV" 9 "1" 1 0 0 0 0 0 0
"825" "BD1308" 2000 NA "ACT" 36627 NA 0.716666666666667 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"826" "BD1309" 2000 NA "ACT" 36798 NA 0.25 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"827" "BD1316" 2000 NA "ACT" 36690 NA 0.544444444444444 0 "DSV" 0 "2" 0 1 0 0 0 0 0
"828" "BD1317" 1998 NA "ACT" 36013 NA 2.39722222222222 0 "DSV" 2 "2" 0 1 0 0 0 0 0
"829" "BD1318" 2000 NA "ACT" 36790 NA 0.272222222222222 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"830" "BD1319" 2000 NA "ACT" 36843 NA 0.127777777777778 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"831" "BD1324" 2000 NA "ACT" 36776 NA 0.311111111111111 0 "DSV" 0 "2" 0 1 0 0 0 0 0
"832" "BD1325" 2000 NA "ACT" 36724 NA 0.45 0 "DSV" 0 "2" 0 1 0 0 0 0 0
"833" "BD1326" 2000 NA "ACT" 36796 NA 0.255555555555556 0 "DCC" 0 "2" 0 1 0 0 0 0 0
"834" "BD1329" 2000 NA "ACT" 36735 NA 0.419444444444444 0 "DSV" 0 "2" 0 1 0 0 0 0 0
"835" "BD1330" 2000 NA "ACT" 36768 NA 0.330555555555556 0 "DSM" 0 "2" 0 1 0 0 0 0 0
"836" "BD1331" 2000 NA "ACT" 36854 NA 0.0972222222222222 0 "DSV" 0 "2" 0 1 0 0 0 0 0
"837" "BD1332" 1999 NA "ACT" 36461 NA 1.16944444444444 0 "DSV" 1 "2" 0 1 0 0 0 0 0
"838" "BD1333" 2000 NA "ACT" 36798 NA 0.25 0 "DTA" 0 "2" 0 1 0 0 0 0 0
"839" "BD1336" 2000 NA "ACT" 36830 NA 0.163888888888889 0 "DSV" 0 "2" 0 1 0 0 0 0 0
"840" "BD1337" 2000 NA "ACT" 36859 NA 0.0833333333333333 0 "DSV" 0 "2" 0 1 0 0 0 0 0
"841" "BD5758" 1973 1991 "ABD" 26884 33354 17.7166666666667 15.3972222222222 "DCC" 17 "3" 0 0 1 0 0 0 0
"842" "BD5997" 1971 1991 "EXP" 26179 33484 20 17.3277777777778 "DTA" 20 "4" 0 0 0 1 0 0 0
"843" "BD6050" 1972 1991 "ABD" 26521 33354 18.7111111111111 16.3916666666667 "DCC" 18 "3" 0 0 1 0 0 0 0
"844" "BD6177" 1975 1991 "ABD" 27711 33420 15.6333333333333 13.1333333333333 "DRN" 15 "3" 0 0 1 0 0 0 0
"845" "BD6204" 1976 1991 "ABD" 27978 33420 14.9027777777778 12.4027777777778 "DRN" 14 "3" 0 0 1 0 0 0 0
"846" "DD0055" 1973 1990 "ABD" 26697 33165 17.7138888888889 15.9138888888889 "DRN" 17 "3" 0 0 1 0 0 0 0
"847" "DD0064" 1973 1991 "EXP" 26801 33313 17.8305555555556 15.6222222222222 NA 17 "4" 0 0 0 1 0 0 0
"848" "DD0079" 1973 1991 "ABD" 26788 33268 17.7388888888889 15.6583333333333 "DTA" 17 "3" 0 0 1 0 0 0 0
"849" "DD0088" 1973 1993 "EXP" 26795 34100 20 15.6388888888889 "DTA" 20 "4" 0 0 0 1 0 0 0
"850" "DD0102" 1973 1993 "EXP" 26914 34219 20 15.3166666666667 "DRN" 20 "4" 0 0 0 1 0 0 0
"851" "DD0103" 1973 1993 "EXP" 26893 34198 20 15.3722222222222 "DTA" 20 "4" 0 0 0 1 0 0 0
"852" "DD0117" 1974 1990 "ABD" 27387 33113 15.6777777777778 14.0194444444444 NA 15 "3" 0 0 1 0 0 0 0
"853" "DD0118" 1973 1992 "ABD" 27019 33820 18.6194444444444 15.0277777777778 "DTA" 18 "3" 0 0 1 0 0 0 0
"854" "DD0130" 1974 1992 "ABD" 27033 33882 18.7527777777778 14.9916666666667 "DTA" 18 "3" 0 0 1 0 0 0 0
"855" "DD0132" 1974 1990 "ABD" 27053 33151 16.6972222222222 14.9361111111111 NA 16 "3" 0 0 1 0 0 0 0
"856" "DD0134" 1974 1994 "EXP" 27082 34387 20 14.8583333333333 "DSM" 20 "4" 0 0 0 1 0 0 0
"857" "DD0144" 1974 1994 "EXP" 27206 34511 20 14.5138888888889 "DRN" 20 "4" 0 0 0 1 0 0 0
"858" "DD0153" 1974 1991 "EXP" 27176 33405 17.0527777777778 14.5944444444444 NA 17 "4" 0 0 0 1 0 0 0
"859" "DD0195" 1975 1992 "ABD" 27590 33764 16.9 13.4611111111111 "DTA" 16 "3" 0 0 1 0 0 0 0
"860" "DD0196" 1975 1992 "ABD" 27576 33764 16.9388888888889 13.5 "DTA" 16 "3" 0 0 1 0 0 0 0
"861" "DD0197" 1975 1995 "ABD" 27564 34869 20 13.5333333333333 "DTA" 20 "3" 0 0 1 0 0 0 0
"862" "DD0204" 1975 1992 "ABD" 27590 33764 16.9 13.4611111111111 "DTA" 16 "3" 0 0 1 0 0 0 0
"863" "DD0208" 1975 1995 "EXP" 27723 35028 20 13.1 "DTA" 20 "4" 0 0 0 1 0 0 0
"864" "DD0210" 1975 1991 "ABD" 27737 33485 15.7361111111111 13.0611111111111 "DTA" 15 "3" 0 0 1 0 0 0 0
"865" "DD0212" 1976 1989 "ABD" 27802 32827 13.7583333333333 12.8861111111111 NA 13 "3" 0 0 1 0 0 0 0
"866" "DD0223" 1976 1995 "ABD" 27906 34717 18.6444444444444 12.5972222222222 "DRN" 18 "3" 0 0 1 0 0 0 0
"867" "DD0228" 1976 1990 "ABD" 27905 32896 13.6611111111111 12.6 NA 13 "3" 0 0 1 0 0 0 0
"868" "DD0233" 1976 1990 "ABD" 27876 33235 14.6722222222222 12.6805555555556 "DTA" 14 "3" 0 0 1 0 0 0 0
"869" "DD0241" 1976 1992 "ABD" 27927 33667 15.7166666666667 12.5416666666667 "DTA" 15 "3" 0 0 1 0 0 0 0
"870" "DD0263" 1977 1997 "EXP" 28209 35514 20 11.7666666666667 "DTA" 20 "4" 0 0 0 1 0 0 0
"871" "DD0266" 1977 1997 "EXP" 28461 35766 20 11.0805555555556 "DRN" 20 "4" 0 0 0 1 0 0 0
"872" "DD0268" 1977 1992 "ABD" 28286 33634 14.6388888888889 11.5583333333333 NA 14 "3" 0 0 1 0 0 0 0
"873" "DD0274" 1977 1995 "ABD" 28250 34717 17.7027777777778 11.6555555555556 "DRN" 17 "3" 0 0 1 0 0 0 0
"874" "DD0277" 1978 1990 "ABD" 28593 32925 11.8555555555556 10.7166666666667 NA 11 "3" 0 0 1 0 0 0 0
"875" "DD0278" 1977 1991 "ABD" 28272 33268 13.675 11.5944444444444 "DTA" 13 "3" 0 0 1 0 0 0 0
"876" "DD0282" 1977 1992 "ABD" 28312 33969 15.4833333333333 11.4861111111111 NA 15 "3" 0 0 1 0 0 0 0
"877" "DD0290" 1977 1990 "ABD" 28341 32989 12.7277777777778 11.4083333333333 NA 12 "3" 0 0 1 0 0 0 0
"878" "DD0291" 1977 1989 "ABD" 28370 32680 11.8027777777778 11.3305555555556 NA 11 "3" 0 0 1 0 0 0 0
"879" "DD0292" 1978 1992 "ABD" 28626 33969 14.6222222222222 10.625 NA 14 "3" 0 0 1 0 0 0 0
"880" "DD0294" 1977 1989 "ABD" 28454 32713 11.6638888888889 11.1 NA 11 "3" 0 0 1 0 0 0 0
"881" "DD0296" 1977 1990 "ABD" 28395 33021 12.6694444444444 11.2611111111111 NA 12 "3" 0 0 1 0 0 0 0
"882" "DD0308" 1978 1992 "ABD" 28669 33969 14.5055555555556 10.5083333333333 NA 14 "3" 0 0 1 0 0 0 0
"883" "DD0315" 1978 1992 "ABD" 28579 33969 14.75 10.7527777777778 NA 14 "3" 0 0 1 0 0 0 0
"884" "DD0316" 1978 1992 "ABD" 28543 33634 13.9388888888889 10.8583333333333 NA 13 "3" 0 0 1 0 0 0 0
"885" "DD0318" 1978 1992 "ABD" 28565 33969 14.7888888888889 10.7916666666667 NA 14 "3" 0 0 1 0 0 0 0
"886" "DD0322" 1978 1990 "ABD" 28678 32955 11.7111111111111 10.4833333333333 NA 11 "3" 0 0 1 0 0 0 0
"887" "DD0323" 1978 1992 "ABD" 28608 33969 14.6722222222222 10.675 NA 14 "3" 0 0 1 0 0 0 0
"888" "DD0324" 1978 1992 "ABD" 28711 33969 14.3916666666667 10.3944444444444 NA 14 "3" 0 0 1 0 0 0 0
"889" "DD0330" 1978 1990 "ABD" 28704 32989 11.7333333333333 10.4138888888889 "DTA" 11 "3" 0 0 1 0 0 0 0
"890" "DD0332" 1978 1991 "ABD" 28643 33291 12.7222222222222 10.5805555555556 "DTA" 12 "3" 0 0 1 0 0 0 0
"891" "DD0334" 1978 1992 "ABD" 28710 33969 14.3944444444444 10.3972222222222 NA 14 "3" 0 0 1 0 0 0 0
"892" "DD0337" 1978 1990 "ABD" 28711 32989 11.7138888888889 10.3944444444444 NA 11 "3" 0 0 1 0 0 0 0
"893" "DD0338" 1978 1992 "ABD" 28810 33969 14.1222222222222 10.125 NA 14 "3" 0 0 1 0 0 0 0
"894" "DD0340" 1978 1989 "ABD" 28776 32713 10.7805555555556 10.2166666666667 NA 10 "3" 0 0 1 0 0 0 0
"895" "DD0341" 1978 1992 "ABD" 28822 33820 13.6833333333333 10.0916666666667 "DTA" 13 "3" 0 0 1 0 0 0 0
"896" "DD0343" 1979 1995 "ABD" 28881 34963 16.6527777777778 9.93055555555556 "DTA" 16 "3" 0 0 1 0 0 0 0
"897" "DD0346" 1979 1989 "ABD" 28881 32776 10.6638888888889 9.93055555555556 NA 10 "3" 0 0 1 0 0 0 0
"898" "DD0350" 1978 1991 "ABD" 28823 33485 12.7638888888889 10.0888888888889 "DRN" 12 "3" 0 0 1 0 0 0 0
"899" "DD0357" 1977 1997 "EXP" 28153 35458 20 11.925 "DTA" 20 "4" 0 0 0 1 0 0 0
"900" "DD0359" 1979 1990 "ABD" 29054 33021 10.8611111111111 9.45277777777778 NA 10 "3" 0 0 1 0 0 0 0
"901" "DD0360" 1979 1992 "ABD" 28990 33969 13.625 9.62777777777778 NA 13 "3" 0 0 1 0 0 0 0
"902" "DD0361" 1979 1992 "ABD" 29028 33969 13.5222222222222 9.525 NA 13 "3" 0 0 1 0 0 0 0
"903" "DD0363" 1979 1992 "ABD" 28989 33969 13.6277777777778 9.63055555555556 NA 13 "3" 0 0 1 0 0 0 0
"904" "DD0364" 1979 1992 "ABD" 29013 33969 13.5638888888889 9.56666666666667 NA 13 "3" 0 0 1 0 0 0 0
"905" "DD0372" 1979 1998 "ABD" 29028 35838 18.6388888888889 9.525 "DTA" 18 "3" 0 0 1 0 0 0 0
"906" "DD0375" 1979 1990 "ABD" 29060 32955 10.6638888888889 9.43611111111111 NA 10 "3" 0 0 1 0 0 0 0
"907" "DD0378" 1979 1990 "ABD" 29094 32989 10.6638888888889 9.34444444444444 NA 10 "3" 0 0 1 0 0 0 0
"908" "DD0379" 1979 1990 "ABD" 29117 33039 10.7388888888889 9.28333333333333 NA 10 "3" 0 0 1 0 0 0 0
"909" "DD0380" 1979 1990 "ABD" 29007 32925 10.7222222222222 9.58333333333333 NA 10 "3" 0 0 1 0 0 0 0
"910" "DD0382" 1979 1989 "ABD" 29032 32827 10.3861111111111 9.51388888888889 NA 10 "3" 0 0 1 0 0 0 0
"911" "DD0386" 1979 1992 "ABD" 29185 33969 13.0944444444444 9.09722222222222 NA 13 "3" 0 0 1 0 0 0 0
"912" "DD0388" 1980 1993 "ABD" 29248 34243 13.675 8.925 "DTA" 13 "3" 0 0 1 0 0 0 0
"913" "DD0390" 1980 2000 "EXP" 29503 36808 20 8.22777777777778 "DTA" 20 "6" 0 0 0 0 0 1 0
"914" "DD0391" 1980 2000 "EXP" 29264 36569 20 8.88333333333333 "DSM" 20 "6" 0 0 0 0 0 1 0
"915" "DD0392" 1980 1992 "ABD" 29427 33969 12.4305555555556 8.43333333333333 NA 12 "3" 0 0 1 0 0 0 0
"916" "DD0399" 1980 2000 "EXP" 29286 36591 20 8.81944444444444 "DSM" 20 "6" 0 0 0 0 0 1 0
"917" "DD0400" 1980 1990 "ABD" 29460 32989 9.66388888888889 8.34444444444444 NA 9 "3" 0 0 1 0 0 0 0
"918" "DD0402" 1980 2000 "EXP" 29354 36591 19.8138888888889 8.63333333333333 "DSM" 19 "6" 0 0 0 0 0 1 0
"919" "DD0407" 1980 1990 "ABD" 29423 32955 9.67222222222222 8.44444444444444 NA 9 "3" 0 0 1 0 0 0 0
"920" "DD0409" 1980 1989 "ABD" 29585 32751 8.66666666666667 8.00277777777778 NA 8 "3" 0 0 1 0 0 0 0
"921" "DD0412" 1980 1989 "ABD" 29567 32776 8.78611111111111 8.05277777777778 NA 8 "3" 0 0 1 0 0 0 0
"922" "DD0415" 1980 1994 "ABD" 29586 34626 13.8027777777778 8.00277777777778 NA 13 "3" 0 0 1 0 0 0 0
"923" "DD0416" 1981 1992 "ABD" 29678 33969 11.7444444444444 7.74722222222222 NA 11 "3" 0 0 1 0 0 0 0
"924" "DD0418" 1981 1992 "ABD" 29647 33969 11.8277777777778 7.83055555555556 NA 11 "3" 0 0 1 0 0 0 0
"925" "DD0420" 1981 1992 "ABD" 29600 33969 11.9611111111111 7.96388888888889 NA 11 "3" 0 0 1 0 0 0 0
"926" "DD0421" 1981 1992 "ABD" 29600 33969 11.9611111111111 7.96388888888889 NA 11 "3" 0 0 1 0 0 0 0
"927" "DD0422" 1981 1992 "ABD" 29720 33969 11.6277777777778 7.63055555555556 NA 11 "3" 0 0 1 0 0 0 0
"928" "DD0423" 1981 1991 "ABD" 29804 33354 9.72222222222222 7.40277777777778 "DTA" 9 "3" 0 0 1 0 0 0 0
"929" "DD0425" 1981 1989 "ABD" 29896 32780 7.89722222222222 7.15277777777778 NA 7 "3" 0 0 1 0 0 0 0
"930" "DD0426" 1981 1998 "ABD" 29784 35909 16.7694444444444 7.45555555555556 "DRN" 16 "3" 0 0 1 0 0 0 0
"931" "DD0431" 1982 NA "ACT" 30123 NA 18.5222222222222 6.52777777777778 "DTA" 18 "5" 0 0 0 0 1 0 0
"932" "DD0434" 1981 1990 "ABD" 29727 33165 9.41111111111111 7.61111111111111 NA 9 "3" 0 0 1 0 0 0 0
"933" "DD0435" 1981 1991 "ABD" 29832 33594 10.3027777777778 7.32777777777778 "DTA" 10 "3" 0 0 1 0 0 0 0
"934" "DD0436" 1981 1989 "ABD" 29784 32799 8.25277777777778 7.45555555555556 NA 8 "3" 0 0 1 0 0 0 0
"935" "DD0437" 1981 1999 "ABD" 29784 36361 18.0083333333333 7.45555555555556 "DTA" 18 "3" 0 0 1 0 0 0 0
"936" "DD0440" 1981 NA "ACT" 29839 NA 19.3027777777778 7.30833333333333 "DSM" 19 "5" 0 0 0 0 1 0 0
"937" "DD0444" 1981 1990 "ABD" 29850 33021 8.68611111111111 7.27777777777778 NA 8 "3" 0 0 1 0 0 0 0
"938" "DD0445" 1981 1989 "ABD" 29850 32680 7.75 7.27777777777778 NA 7 "3" 0 0 1 0 0 0 0
"939" "DD0447" 1981 NA "ACT" 29931 NA 19.05 7.05555555555556 "DTA" 19 "5" 0 0 0 0 1 0 0
"940" "DD0448" 1982 1995 "ABD" 30042 35054 13.7222222222222 6.75 "DSM" 13 "3" 0 0 1 0 0 0 0
"941" "DD0450" 1981 1992 "ABD" 29917 33969 11.0916666666667 7.09444444444444 NA 11 "3" 0 0 1 0 0 0 0
"942" "DD0451" 1982 1995 "ABD" 29980 34996 13.7361111111111 6.92222222222222 "DTA" 13 "3" 0 0 1 0 0 0 0
"943" "DD0452" 1982 1992 "ABD" 29963 33969 10.9666666666667 6.96944444444444 NA 10 "3" 0 0 1 0 0 0 0
"944" "DD0455" 1982 1992 "ABD" 30133 33701 9.76666666666667 6.5 "DTA" 9 "3" 0 0 1 0 0 0 0
"945" "DD0456" 1982 1992 "ABD" 30049 33969 10.7277777777778 6.73055555555556 NA 10 "3" 0 0 1 0 0 0 0
"946" "DD0457" 1982 1992 "ABD" 30055 33610 9.73055555555556 6.71388888888889 "DTA" 9 "3" 0 0 1 0 0 0 0
"947" "DD0463" 1982 1992 "ABD" 30188 33969 10.3472222222222 6.35 NA 10 "3" 0 0 1 0 0 0 0
"948" "DD0464" 1982 1989 "ABD" 30071 32780 7.41388888888889 6.66944444444444 NA 7 "3" 0 0 1 0 0 0 0
"949" "DD0465" 1982 1999 "ABD" 30118 36209 16.6722222222222 6.54166666666667 "DSV" 16 "3" 0 0 1 0 0 0 0
"950" "DD0474" 1982 NA "ACT" 30041 NA 18.7472222222222 6.75277777777778 "DTA" 18 "5" 0 0 0 0 1 0 0
"951" "DD0475" 1982 1992 "ABD" 30026 33969 10.7888888888889 6.79166666666667 NA 10 "3" 0 0 1 0 0 0 0
"952" "DD0476" 1982 NA "ACT" 30111 NA 18.5555555555556 6.56111111111111 "DRN" 18 "5" 0 0 0 0 1 0 0
"953" "DD0477" 1982 1999 "ABD" 30189 36265 16.6361111111111 6.34722222222222 "DTA" 16 "3" 0 0 1 0 0 0 0
"954" "DD0478" 1983 1991 "ABD" 30371 33518 8.61944444444444 5.85277777777778 "DTA" 8 "3" 0 0 1 0 0 0 0
"955" "DD0480" 1982 1994 "ABD" 30075 34372 11.7583333333333 6.65833333333333 "DTA" 11 "3" 0 0 1 0 0 0 0
"956" "DD0481" 1982 1992 "ABD" 30148 33969 10.4555555555556 6.45833333333333 NA 10 "3" 0 0 1 0 0 0 0
"957" "DD0482" 1983 1992 "ABD" 30336 33882 9.70833333333333 5.94722222222222 "DTA" 9 "3" 0 0 1 0 0 0 0
"958" "DD0483" 1983 1989 "ABD" 30371 32827 6.725 5.85277777777778 NA 6 "3" 0 0 1 0 0 0 0
"959" "DD0485" 1982 1989 "ABD" 30074 32780 7.40555555555556 6.66111111111111 NA 7 "3" 0 0 1 0 0 0 0
"960" "DD0487" 1982 1991 "ABD" 30131 33291 8.64722222222222 6.50555555555556 "DTA" 8 "3" 0 0 1 0 0 0 0
"961" "DD0488" 1982 1997 "ABD" 30235 35600 14.6888888888889 6.22222222222222 "DTA" 14 "3" 0 0 1 0 0 0 0
"962" "DD0489" 1982 1993 "ABD" 30228 34334 11.2388888888889 6.24166666666667 "DTA" 11 "3" 0 0 1 0 0 0 0
"963" "DD0490" 1982 1992 "ABD" 30285 33969 10.0833333333333 6.08611111111111 NA 10 "3" 0 0 1 0 0 0 0
"964" "DD0492" 1983 1992 "ABD" 30383 33945 9.74722222222222 5.81388888888889 "DRN" 9 "3" 0 0 1 0 0 0 0
"965" "DD0493" 1983 1995 "ABD" 30383 35019 12.6888888888889 5.81388888888889 "DRN" 12 "3" 0 0 1 0 0 0 0
"966" "DD0497" 1983 1992 "ABD" 30466 33882 9.34722222222222 5.58611111111111 "DTA" 9 "3" 0 0 1 0 0 0 0
"967" "DD0498" 1982 1995 "ABD" 30252 34869 12.6416666666667 6.175 "DTA" 12 "3" 0 0 1 0 0 0 0
"968" "DD0500" 1982 1992 "ABD" 30250 33969 10.1777777777778 6.18055555555556 NA 10 "3" 0 0 1 0 0 0 0
"969" "DD0503" 1982 1989 "ABD" 30295 32749 6.71944444444444 6.05833333333333 NA 6 "3" 0 0 1 0 0 0 0
"970" "DD0506" 1983 1993 "ABD" 30321 34243 10.7388888888889 5.98888888888889 "DTA" 10 "3" 0 0 1 0 0 0 0
"971" "DD0507" 1982 1992 "ABD" 30272 33912 9.96388888888889 6.12222222222222 "DTA" 9 "3" 0 0 1 0 0 0 0
"972" "DD0508" 1983 1989 "ABD" 30320 32776 6.725 5.99166666666667 NA 6 "3" 0 0 1 0 0 0 0
"973" "DD0510" 1982 1992 "ABD" 30195 33764 9.77222222222222 6.33333333333333 "DSM" 9 "3" 0 0 1 0 0 0 0
"974" "DD0512" 1984 NA "ACT" 30718 NA 16.8972222222222 4.90277777777778 "DTA" 16 "5" 0 0 0 0 1 0 0
"975" "DD0513" 1982 1992 "ABD" 30293 33969 10.0611111111111 6.06388888888889 NA 10 "3" 0 0 1 0 0 0 0
"976" "DD0516" 1983 1993 "ABD" 30393 34310 10.7194444444444 5.78611111111111 "DTA" 10 "3" 0 0 1 0 0 0 0
"977" "DD0522" 1983 1993 "ABD" 30329 34243 10.7166666666667 5.96666666666667 "DTA" 10 "3" 0 0 1 0 0 0 0
"978" "DD0523" 1982 1992 "ABD" 30272 33969 10.1194444444444 6.12222222222222 NA 10 "3" 0 0 1 0 0 0 0
"979" "DD0524" 1982 1992 "ABD" 30272 33969 10.1194444444444 6.12222222222222 NA 10 "3" 0 0 1 0 0 0 0
"980" "DD0527" 1983 1989 "ABD" 30375 32827 6.71388888888889 5.84166666666667 NA 6 "3" 0 0 1 0 0 0 0
"981" "DD0531" 1983 NA "ACT" 30363 NA 17.8694444444444 5.875 "DTA" 17 "5" 0 0 0 0 1 0 0
"982" "DD0533" 1983 1992 "ABD" 30526 33969 9.41944444444444 5.42222222222222 NA 9 "3" 0 0 1 0 0 0 0
"983" "DD0534" 1983 1992 "ABD" 30426 33966 9.68888888888889 5.69722222222222 "DRN" 9 "3" 0 0 1 0 0 0 0
"984" "DD0535" 1983 1997 "ABD" 30396 35474 13.8944444444444 5.77777777777778 "DTA" 13 "3" 0 0 1 0 0 0 0
